단축코드,표준코드,한글종목명,증권그룹구분코드,시가총액 규모 구분 코드 유가,지수업종 대분류 코드,지수 업종 중분류 코드,지수업종 소분류 코드,벤처기업 여부 (Y/N),저유동성종목 여부,KRX 종목 여부,ETP 상품구분코드,KRX100 종목 여부 (Y/N),KRX 자동차 여부,KRX 반도체 여부,KRX 바이오 여부,KRX 은행 여부,기업인수목적회사여부,KRX 에너지 화학 여부,KRX 철강 여부,단기과열종목구분코드,KRX 미디어 통신 여부,KRX 건설 여부,(코스닥)투자주의환기종목여부,KRX 증권 구분,KRX 선박 구분,KRX섹터지수 보험여부,KRX섹터지수 운송여부,"KOSDAQ150지수여부 (Y,N)",주식 기준가,정규 시장 매매 수량 단위,시간외 시장 매매 수량 단위,거래정지 여부,정리매매 여부,관리 종목 여부,시장 경고 구분 코드,시장 경고위험 예고 여부,불성실 공시 여부,우회 상장 여부,락구분 코드,액면가 변경 구분 코드,증자 구분 코드,증거금 비율,신용주문 가능 여부,신용기간,전일 거래량,주식 액면가,주식 상장 일자,상장 주수(천),자본금,결산 월,공모 가격,우선주 구분 코드,공매도과열종목여부,이상급등종목여부,KRX300 종목 여부 (Y/N),매출액,영업이익,경상이익,단기순이익,ROE(자기자본이익률),기준년월,전일기준 시가총액 (억),그룹사 코드,회사신용한도초과여부,담보대출가능여부,대주가능여부
296640,KR7296640006,이노룰스,ST,3.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5810,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,9097,500,20221007,5178,2609126000,12,,0,,N,N,110,5,10,9,6,20250630.0,300,,N,N,N
297090,KR7297090003,씨에스베어링,ST,3.0,1009,1027,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6600,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,157363,500,20191121,27270,13635000000,12,,0,,N,N,603,40,26,27,6,20250630.0,1799,,N,N,N
297570,KR7297570004,알로이스,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1015,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,33751,100,20180720,34621,3462121800,12,,0,,N,N,309,48,-6,-4,-1,20241231.0,351,,N,N,N
297890,KR7297890006,HB솔루션,ST,3.0,1009,1027,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2505,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,525676,500,20200622,73140,36764134000,12,,0,,N,N,501,67,177,137,12,20250630.0,1832,,N,N,Y
298060,KR7298060005,에스씨엠생명과학,ST,3.0,1009,1024,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1090,1,1,N,N,Y,0,N,N,N,0,0,0,100,N,90,41316,500,20200617,44203,22101588000,12,,0,,N,N,8,-113,-130,-124,-71,20241231.0,481,,N,N,N
298380,KR7298380007,에이비엘바이오,ST,1.0,1009,1024,0,,N,Y,,N,,,,,N,,,0,,,N,,,,,Y,104400,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,797391,500,20181219,55125,27562582500,12,,0,,N,Y,779,117,116,116,13,20250630.0,57550,,N,N,N
298540,KR7298540006,더네이쳐홀딩스,ST,3.0,1009,1020,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,9380,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,22147,500,20200727,14486,7424128000,12,,0,,N,N,2255,91,69,43,4,20250630.0,1358,,N,N,N
298830,KR7298830001,슈어소프트테크,ST,2.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5180,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,627693,100,20230428,52619,5345603100,12,,0,,N,N,384,-19,-20,-16,0,20250630.0,2725,,N,N,N
299030,KR7299030007,하나기술,ST,3.0,1009,1027,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,29750,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,35150,500,20201125,7994,4085296500,12,,0,,N,N,316,-46,-104,-104,-22,20250630.0,2378,,N,N,N
299170,KR7299170001,더블유에스아이,ST,3.0,1011,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2230,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4512117,100,20180921,37581,3758143000,12,,0,,N,N,258,22,-18,-16,-9,20250630.0,838,,N,N,N
299660,KR7299660001,셀리드,ST,3.0,1006,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3415,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,512047,500,20190220,29502,14751488500,12,,0,,N,N,42,-120,-123,-123,-27,20241231.0,1007,,N,N,N
299900,KR7299900001,위지윅스튜디오,ST,3.0,1015,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,741,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,396167,500,20181220,171048,85524442000,12,,0,,N,N,453,-68,-144,-131,-13,20250630.0,1267,,N,N,N
300080,KR7300080009,플리토,ST,3.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,14310,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,136226,500,20190717,16505,8252725500,12,,0,,N,N,140,26,25,25,41,20250630.0,2361,,N,N,N
300120,KR7300120003,라온피플,ST,3.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3375,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,74952,500,20191018,20860,10513931000,12,,0,,N,N,1089,-124,-158,-158,-116,20250630.0,704,,N,N,N
301300,KR7301300000,바이브컴퍼니,ST,3.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3870,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,38487,500,20201028,13154,6577356000,12,,0,,N,N,73,-36,-21,-14,-4,20250630.0,509,,N,N,N
302430,KR7302430004,이노메트리,ST,3.0,1009,1027,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,7650,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,39672,500,20181212,9833,4916604000,12,,0,,N,N,193,-12,-16,-13,-4,20250630.0,752,,N,N,N
302550,KR7302550009,리메드,ST,3.0,1009,1029,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3070,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,88466,100,20191206,31495,3149552800,12,,0,,N,N,120,4,-1,0,1,20250630.0,966,,N,N,N
303030,KR7303030001,지니틱스,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,781,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,149515,100,20180830,37073,3707368900,12,,0,,N,N,541,3,7,7,4,20241231.0,289,,N,N,N
303360,KR7303360002,프로티아,ST,3.0,1009,1029,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5400,1,1,N,N,N,1,N,N,N,0,0,0,100,N,90,266943,500,20230616,12877,6438607500,12,,0,,N,N,105,15,23,24,10,20241231.0,695,,N,N,N
303530,KR7303530000,이노뎁,ST,3.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5750,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,15094,500,20210618,7339,3669649500,12,,0,,N,N,290,-33,-32,-32,-18,20250630.0,422,,N,N,N
303810,KR7303810006,동국생명과학,ST,3.0,1009,1024,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3630,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,73801,500,20250217,31984,15992070000,12,,0,,N,N,1318,119,48,22,3,20241231.0,1161,,N,N,N
304100,KR7304100001,솔트룩스,ST,2.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,30400,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,349309,500,20200723,12593,6296927500,12,,0,,N,N,128,-92,-93,-94,-26,20250630.0,3828,,N,N,N
304360,KR7304360001,에스바이오메딕스,ST,2.0,1009,1024,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,23000,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,51495,500,20230504,11944,5972398000,12,,0,,N,N,93,-37,-45,-46,-109,20250630.0,2747,,N,N,N
304840,KR7304840002,피플바이오,ST,3.0,1009,1024,0,,N,N,,N,,,,,N,,,0,,,Y,,,,,N,1630,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,129352,500,20201019,21228,10614155500,12,,0,,N,N,15,-46,-47,-47,-140,20250630.0,346,,N,N,N
305090,KR7305090003,마이크로디지탈,ST,3.0,1009,1029,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,8020,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,247337,500,20190605,18567,9283561500,12,,0,,N,N,115,3,0,4,2,20241231.0,1489,,N,N,N
306040,KR7306040007,에스제이그룹,ST,3.0,1009,1020,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3335,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10302,500,20191118,9865,4932914000,12,,0,,N,N,888,-67,-63,-66,-9,20250630.0,329,,N,N,N
306620,KR7306620006,네온테크,ST,3.0,1009,1027,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2050,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,310132,100,20181031,45014,4501426000,12,,0,,N,N,316,-22,-24,-30,-14,20250630.0,922,,N,N,N
307180,KR7307180000,아이엘,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2640,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,287878,100,20181221,28591,2859172800,12,,0,,N,N,544,-4,-11,-12,-21,20250630.0,754,,N,N,N
307280,KR7307280008,원바이오젠,ST,3.0,1009,1024,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,4920,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10563,500,20181205,7094,3695901000,12,,0,,N,N,167,34,33,27,15,20250630.0,349,,N,N,N
307750,KR7307750000,국전약품,ST,3.0,1009,1024,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3735,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,458051,100,20181219,50176,5017638000,12,,0,,N,N,716,-7,8,6,2,20250630.0,1874,,N,N,N
307870,KR7307870006,비투엔,ST,3.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1350,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,158258,100,20181212,59564,5956451100,12,,0,,N,N,82,-36,-43,-44,-27,20250630.0,804,,N,N,N
307930,KR7307930008,컴퍼니케이,ST,3.0,1014,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5500,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,27096,500,20190523,15610,9755000000,12,,0,,N,N,151,33,32,21,3,20241231.0,858,,N,N,N
308080,KR7308080001,바이젠셀,ST,3.0,1006,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3280,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,62865,500,20210825,20449,10224550000,12,,0,,N,N,0,-27,-26,-26,-18,20250331.0,670,,N,N,N
308100,KR7308100007,형지글로벌,ST,3.0,1011,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1502,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,228781,500,20190610,24023,12011504000,12,,0,,N,N,187,1,-231,-254,-113,20250630.0,360,,N,N,N
308430,KR7308430008,셀비온,ST,2.0,1009,1024,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,17410,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,390290,500,20241016,12831,6415755000,12,,0,,N,N,23,-71,-73,-73,-39,20241231.0,2233,,N,N,N
309710,KR7309710002,아이티켐,ST,0.0,1009,1024,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,27250,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,101920,500,20250807,12583,6291500500,12,,0,,N,N,367,-8,-28,-25,-10,20250630.0,3428,,N,N,N
309930,KR7309930006,조이웍스앤코,ST,3.0,1011,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2380,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,45444,100,20181220,24487,2448704800,12,,0,,N,N,195,-31,-37,-32,-20,20250630.0,582,,N,N,N
309960,KR7309960003,LB인베스트먼트,ST,3.0,1014,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5290,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,602913,1000,20230329,23217,23217239000,12,,0,,N,N,122,37,37,29,5,20250630.0,1228,,N,N,N
310200,KR7310200001,애니플러스,ST,2.0,1015,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3545,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,343222,100,20181221,52162,5216283600,12,,0,,N,N,580,83,77,64,10,20250630.0,1849,,N,N,Y
310210,KR7310210000,보로노이,ST,1.0,1006,0,0,,N,Y,,N,,,,,N,,,0,,,N,,,,,Y,202500,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,80096,500,20220624,18393,9196560500,12,,0,,N,Y,34,-246,-246,-246,-87,20250630.0,37246,,N,N,N
310870,KR7310870001,디와이씨,ST,3.0,1009,1030,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1313,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,70544,100,20181220,20687,2068727100,12,,0,,N,N,518,29,24,19,8,20250630.0,271,,N,N,N
311320,KR7311320006,지오엘리먼트,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6890,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,20954,500,20211111,12614,6307280000,12,,0,,N,N,259,19,21,26,11,20250630.0,869,,N,N,N
311390,KR7311390009,네오크레마,ST,3.0,1009,1019,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,7250,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,58277,500,20190822,12653,6326894500,12,,0,,N,N,422,60,55,44,7,20250630.0,917,,N,N,N
311690,KR7311690002,CJ 바이오사이언스,ST,3.0,1006,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,9360,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,14301,500,20191226,13065,6532731000,12,,0,,N,N,17,-136,-130,-130,-36,20250630.0,1222,720,N,N,N
312610,KR7312610009,에이에프더블류,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1481,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,42897,500,20190701,20256,10128444000,12,,0,,N,N,157,-65,-56,-56,-9,20241231.0,300,,N,N,N
313760,KR7313760001,캐리,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,Y,,,,,N,1602,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1468506,500,20190725,11207,5603593000,12,,0,,N,N,39,-25,-26,-35,-30,20250630.0,179,,N,N,N
314130,KR7314130006,지놈앤컴퍼니,ST,3.0,1009,1024,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3145,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,344669,500,20201223,31085,15542757500,12,,0,,N,N,122,-141,-143,-140,-43,20250630.0,977,,N,N,N
314140,KR7314140005,알피바이오,ST,3.0,1009,1024,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,7580,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,91106,500,20220929,8666,4333180500,12,,0,,N,N,1240,-7,-12,-9,-1,20241231.0,656,,N,N,N
314930,KR7314930009,바이오다인,ST,2.0,1009,1029,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,13360,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,69086,500,20210317,29764,14882051500,12,,0,,N,N,53,-17,-1,0,0,20241231.0,3976,,N,N,N
315640,KR7315640003,딥노이드,ST,3.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,4010,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,96423,500,20210817,22536,11268394000,12,,0,,N,N,108,-101,-91,-91,-39,20241231.0,903,,N,N,N
317120,KR7317120004,라닉스,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2305,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,425800,500,20190918,15260,7706920000,12,,0,,N,N,36,-34,-42,-42,-48,20250630.0,351,,N,N,N
317240,KR7317240000,TS트릴리온,ST,3.0,1009,1023,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,201,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,969867,100,20190429,115808,11580801200,12,,0,,N,N,127,-3,-13,-13,-10,20250630.0,232,,N,N,N
317330,KR7317330009,덕산테코피아,ST,2.0,1009,1023,0,,N,N,,N,,,,,N,,,0,,,N,,,,,Y,20600,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,92904,500,20190802,20476,10238292000,12,,0,,N,N,532,-184,-219,-227,-17,20250630.0,4218,,N,N,N
317530,KR7317530004,캐리소프트,ST,3.0,1015,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,4275,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,9895,500,20191029,10039,5019727000,12,,0,,N,N,33,-8,-11,-11,-19,20250630.0,429,,N,N,N
317690,KR7317690006,퀀타매트릭스,ST,3.0,1009,1029,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,4215,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,149263,500,20201209,19577,9788510500,12,,0,,N,N,19,-72,-101,-101,-357,20250630.0,825,,N,N,N
317770,KR7317770006,엑스페릭스,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3150,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,251483,500,20190801,33275,16637590500,12,,0,,N,N,85,-17,-163,-160,-46,20250630.0,1048,,N,N,N
317830,KR7317830008,에스피시스템스,ST,3.0,1009,1027,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,9820,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,438125,100,20190814,10773,1077381800,12,,0,,N,N,307,-21,-21,-21,-7,20250630.0,1057,,N,N,N
317850,KR7317850006,대모,ST,3.0,1009,1027,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6370,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,21634,500,20190724,8324,4162210000,12,,0,,N,N,222,25,21,18,7,20250630.0,530,,N,N,N
317870,KR7317870004,엔바이오니아,ST,3.0,1009,1031,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,13360,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,44850,500,20191024,8546,4273259500,12,,0,,N,N,62,-29,-17,-17,-5,20250630.0,1141,,N,N,N
318000,KR7318000007,KBG,ST,3.0,1009,1023,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5020,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,36895,200,20190801,8740,1748044600,12,,0,,N,N,123,16,18,16,7,20250630.0,438,,N,N,N
318010,KR7318010006,팜스빌,ST,3.0,1009,1019,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3490,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,14818,500,20191022,7929,3964669000,12,,0,,N,N,64,-2,16,16,5,20250630.0,276,,N,N,N
318020,KR7318020005,포인트모바일,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3620,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,33242,100,20201203,12662,1266227200,12,,0,,N,N,297,-26,-48,-51,-22,20250630.0,458,,N,N,N
318060,KR7318060001,그래피,ST,0.0,1009,1023,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,11110,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,317406,500,20250825,11053,5526888500,12,,0,,N,N,67,-62,-67,-67,-2335,20250630.0,1228,,N,N,N
318160,KR7318160009,셀바이오휴먼텍,ST,3.0,1009,1020,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,9430,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,124280,500,20230420,9341,4670600500,12,,0,,N,N,223,45,33,30,13,20250630.0,880,,N,N,N
318410,KR7318410008,비비씨,ST,3.0,1009,1023,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,8490,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7764,500,20200921,5555,2777621500,12,,0,,N,N,255,50,48,39,10,20250630.0,471,,N,N,N
319400,KR7319400008,현대무벡스,ST,2.0,1009,1027,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,9110,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,3295730,100,20190508,111376,11797003900,12,,0,,N,N,1766,96,65,51,6,20250630.0,10146,,N,N,Y
319660,KR7319660007,피에스케이,ST,2.0,1009,1027,0,,N,N,,N,,,,,N,,,0,,,N,,,,,Y,40000,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,1051717,500,20190510,28966,14624188500,12,,0,,N,N,2104,432,431,386,16,20250630.0,11586,,N,N,Y
320000,KR7320000003,한울반도체,ST,3.0,1009,1027,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1811,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,603239,100,20190918,32308,3230899000,12,,0,,N,N,95,-44,-226,-208,-67,20241231.0,585,,N,N,N
321260,KR7321260002,프로이천,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2130,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,151341,100,20190531,28192,2819208400,12,,0,,N,N,173,14,6,5,3,20250630.0,600,,N,N,N
321370,KR7321370009,센서뷰,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1211,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,313243,500,20230719,44083,22041844000,12,,0,,N,N,97,-68,-84,-84,-108,20250630.0,533,,N,N,N
321550,KR7321550006,티움바이오,ST,3.0,1006,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,8370,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,610942,500,20191122,27144,13572454500,12,,0,,N,N,47,-88,-106,-106,-41,20250630.0,2272,,N,N,N
321820,KR7321820003,아티스트컴퍼니,ST,3.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5060,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,32715,500,20210203,15591,7795688000,12,,0,,N,N,258,-25,26,26,16,20250630.0,788,,N,N,N
322180,KR7322180001,LS티라유텍,ST,3.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,8540,1,1,N,N,N,1,Y,N,N,0,0,0,100,N,90,1449761,100,20191031,20921,2095425900,12,,0,,N,N,275,-28,-51,-40,-15,20250630.0,1786,,N,N,N
322310,KR7322310004,오로스테크놀로지,ST,3.0,1009,1027,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,26700,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,105125,500,20210224,9366,4683271000,12,,0,,N,N,307,-10,-15,-14,-4,20250630.0,2500,,N,N,N
322510,KR7322510009,제이엘케이,ST,3.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5190,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,96898,100,20191211,25528,2552889200,12,,0,,N,N,15,-62,-60,-60,-26,20250630.0,1324,,N,N,N
322780,KR7322780008,코퍼스코리아,ST,3.0,1015,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1558,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,733358,100,20190531,41263,4126329700,12,,0,,N,N,65,-42,-84,-70,-49,20250630.0,642,,N,N,N
323280,KR7323280008,태성,ST,1.0,1009,1027,0,,N,N,,N,,,,,N,,,0,,,N,,,,,Y,31700,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,531877,100,20190624,30500,3050073000,12,,0,,N,N,162,-27,-23,-21,-5,20250630.0,9668,,N,N,N
323350,KR7323350009,다원넥스뷰,ST,3.0,1009,1029,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5490,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,24846,100,20240611,8010,801077200,12,,0,,N,N,187,13,-42,-41,-43,20241231.0,439,,N,N,N
323990,KR7323990002,박셀바이오,ST,2.0,1006,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,10080,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,277475,500,20200922,23257,11628672500,12,,0,,N,N,19,-150,-106,-106,-14,20241231.0,2344,,N,N,N
327260,KR7327260006,RF머트리얼즈,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,20100,1,1,N,N,N,1,Y,N,N,0,0,0,100,N,90,645890,500,20191224,8433,4216615500,12,,0,,N,N,284,27,29,27,6,20250630.0,1695,,N,N,N
328130,KR7328130000,루닛,ST,1.0,0,0,0,,N,Y,,N,,,,,N,,,0,,,N,,,,,Y,46100,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1618157,500,20220721,29204,14602295000,12,,0,,N,Y,371,-419,-328,-331,-43,20250630.0,13463,,N,N,N
328380,KR7328380001,솔트웨어,ST,3.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,913,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,53646,100,20190820,34262,3426277800,12,,0,,N,N,309,2,0,0,0,20250630.0,312,,N,N,N
330350,KR7330350000,위더스제약,ST,3.0,1009,1024,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6460,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,46781,200,20200703,13202,2640427800,12,,0,,N,N,1027,57,51,48,5,20241231.0,852,,N,N,N
330730,KR7330730003,스톤브릿지벤처스,ST,3.0,1014,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5090,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,703611,500,20220225,18150,9075415000,12,,0,,N,N,142,34,34,23,3,20241231.0,923,,N,N,N
330860,KR7330860008,네패스아크,ST,3.0,1006,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,20200,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,152065,500,20201117,12184,6092022500,12,,0,,N,N,1193,-26,-131,-287,-15,20241231.0,2461,,N,N,N
331380,KR7331380006,포커스에이아이,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,Y,,,,,N,1800,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,87348,100,20191002,24239,2423983800,12,,0,,N,N,582,-51,-83,-110,-56,20241231.0,436,,N,N,N
331520,KR7331520007,밸로프,ST,3.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,555,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,75672,100,20191029,50864,5086439000,12,,0,,N,N,175,0,-3,-5,-4,20250630.0,282,,N,N,N
331740,KR7331740001,아우토크립트,ST,0.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,11500,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,177911,500,20250715,9633,4816849500,12,,0,,N,N,101,-84,-94,-95,-313,20250630.0,1107,,N,N,N
331920,KR7331920009,셀레믹스,ST,3.0,1009,1024,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2765,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,5120,500,20200821,8164,4082074000,12,,0,,N,N,28,-18,-51,-51,-42,20250630.0,225,,N,N,N
332290,KR7332290006,누보,ST,3.0,1009,1023,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1165,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,157740,100,20191011,39904,3990440400,12,,0,,N,N,556,35,0,4,3,20250630.0,464,,N,N,N
